    1 	   C18 	    0.2293335100 	    0.2393341214 	    0.2343338157
    2 	   C19 	    0.2332616342 	    0.2417108683 	    0.2374862512
    3 	   C20 	    0.2353388409 	    0.2505852510 	    0.2429620460
    4 	   C21 	    0.2172857468 	    0.2251400715 	    0.2212129092
    5 	   C22 	    0.2269946335 	    0.2324218587 	    0.2297082461
    6 	   C23 	    0.1828359638 	    0.1806148586 	    0.1817254112
    7 	   C24 	    0.1118678881 	    0.0000000000 	    0.1118678881
    8 	   C25 	   -0.0212868724 	    0.0000000000 	   -0.0212868724
    9 	   C26 	    0.1095663438 	    0.1105696620 	    0.1100680029
   10 	   C27 	    0.1525968264 	    0.1597841627 	    0.1561904945
   11 	   C28 	    0.1252359123 	    0.1318038288 	    0.1285198705
   12 	   C29 	    0.1398596966 	    0.1460700466 	    0.1429648716
   13 	   C30 	    0.1109108456 	    0.1139159922 	    0.1124134189
   14 	   C31 	    0.1069684684 	    0.1031798120 	    0.1050741402
   15 	   CA1 	    0.0664431858 	    0.0671042354 	    0.0667737106
