    1 	   C37 	    0.2115170121 	    0.2346164080 	    0.2230667101
    2 	   C38 	    0.2141155594 	    0.2324886593 	    0.2233021094
    3 	   C39 	    0.2233757807 	    0.2347664977 	    0.2290711392
    4 	   C40 	    0.2170529432 	    0.2224732722 	    0.2197631077
    5 	   C41 	    0.2201066618 	    0.2220802785 	    0.2210934701
    6 	   C42 	    0.2074382679 	    0.2080413159 	    0.2077397919
    7 	   C43 	    0.2025616158 	    0.1955610819 	    0.1990613489
    8 	   C44 	    0.1887517391 	    0.1823044711 	    0.1855281051
    9 	   C45 	    0.1741960042 	    0.1723180737 	    0.1732570389
   10 	   C46 	    0.1481459166 	    0.1567504417 	    0.1524481791
   11 	   C47 	    0.1376288215 	    0.1391971613 	    0.1384129914
   12 	   C48 	    0.1142195717 	    0.1169672042 	    0.1155933879
   13 	   C49 	    0.0936727989 	    0.0916778491 	    0.0926753240
