    1 	   C37 	    0.2393930675 	    0.2429640118 	    0.2411785396
    2 	   C38 	    0.2449229306 	    0.2456253807 	    0.2452741556
    3 	   C39 	    0.2573222960 	    0.2546525558 	    0.2559874259
    4 	   C40 	    0.2510016052 	    0.2539407381 	    0.2524711717
    5 	   C41 	    0.2538980647 	    0.2521884004 	    0.2530432325
    6 	   C42 	    0.2487569304 	    0.2421152880 	    0.2454361092
    7 	   C43 	    0.2418493730 	    0.2395715771 	    0.2407104750
    8 	   C44 	    0.2281307869 	    0.2261897718 	    0.2271602793
    9 	   C45 	    0.2118862198 	    0.2104163433 	    0.2111512815
   10 	   C46 	    0.1862379102 	    0.1940290740 	    0.1901334921
   11 	   C47 	    0.1755954100 	    0.1745899164 	    0.1750926632
   12 	   C48 	    0.1414862392 	    0.1429421073 	    0.1422141733
   13 	   C49 	    0.1123382064 	    0.1070714304 	    0.1097048184
