    1 	   C18 	    0.1888186118 	    0.1958726108 	    0.1923456113
    2 	   C19 	    0.2075304863 	    0.2189544041 	    0.2132424452
    3 	   C20 	    0.2012501099 	    0.2071355219 	    0.2041928159
    4 	   C21 	    0.1992709948 	    0.2036049815 	    0.2014379882
    5 	   C22 	    0.1949038797 	    0.2007295818 	    0.1978167308
    6 	   C23 	    0.1590515973 	    0.1619867169 	    0.1605191571
    7 	   C24 	    0.0971814802 	    0.0000000000 	    0.0971814802
    8 	   C25 	    0.0040314554 	    0.0000000000 	    0.0040314554
    9 	   C26 	    0.0926181141 	    0.0803795119 	    0.0864988130
   10 	   C27 	    0.1285096345 	    0.1193148258 	    0.1239122302
   11 	   C28 	    0.1059148583 	    0.0940905645 	    0.1000027114
   12 	   C29 	    0.1084310297 	    0.1104571430 	    0.1094440863
   13 	   C30 	    0.0863531053 	    0.0778349927 	    0.0820940490
   14 	   C31 	    0.0914052961 	    0.0767395647 	    0.0840724304
   15 	   CA1 	    0.0498553412 	    0.0575968688 	    0.0537261050
