    1 	   C18 	    0.1931298317 	    0.1889961629 	    0.1910629973
    2 	   C19 	    0.2090665064 	    0.2087188113 	    0.2088926588
    3 	   C20 	    0.2113787992 	    0.2150449827 	    0.2132118909
    4 	   C21 	    0.1934863373 	    0.1994839475 	    0.1964851424
    5 	   C22 	    0.1955313511 	    0.2043815839 	    0.1999564675
    6 	   C23 	    0.1577453421 	    0.1667729193 	    0.1622591307
    7 	   C24 	    0.0969766362 	    0.0000000000 	    0.0969766362
    8 	   C25 	   -0.0101416933 	    0.0000000000 	   -0.0101416933
    9 	   C26 	    0.1026842316 	    0.1048566150 	    0.1037704233
   10 	   C27 	    0.1428407617 	    0.1426645307 	    0.1427526462
   11 	   C28 	    0.1140033827 	    0.1183702511 	    0.1161868169
   12 	   C29 	    0.1286159386 	    0.1306221499 	    0.1296190443
   13 	   C30 	    0.1014691487 	    0.0991417379 	    0.1003054433
   14 	   C31 	    0.1043835875 	    0.0970725196 	    0.1007280535
   15 	   CA1 	    0.0672832905 	    0.0659536320 	    0.0666184612
