    1 	   C37 	    0.2331997453 	    0.2474436295 	    0.2403216874
    2 	   C38 	    0.2381236738 	    0.2496572159 	    0.2438904448
    3 	   C39 	    0.2461648652 	    0.2515423947 	    0.2488536300
    4 	   C40 	    0.2412410220 	    0.2488787921 	    0.2450599070
    5 	   C41 	    0.2392405568 	    0.2463851908 	    0.2428128738
    6 	   C42 	    0.2374120992 	    0.2395140567 	    0.2384630780
    7 	   C43 	    0.2314140405 	    0.2352826183 	    0.2333483294
    8 	   C44 	    0.2149003405 	    0.2119304513 	    0.2134153959
    9 	   C45 	    0.2050991754 	    0.1921688248 	    0.1986340001
   10 	   C46 	    0.1787249565 	    0.1755738609 	    0.1771494087
   11 	   C47 	    0.1631232926 	    0.1580585143 	    0.1605909035
   12 	   C48 	    0.1321386659 	    0.1290348131 	    0.1305867395
   13 	   C49 	    0.0955669331 	    0.1060515695 	    0.1008092513
