    1 	   C37 	    0.2301210436 	    0.2537881254 	    0.2419545845
    2 	   C38 	    0.2392627004 	    0.2570228399 	    0.2481427702
    3 	   C39 	    0.2532603213 	    0.2577124952 	    0.2554864082
    4 	   C40 	    0.2458870886 	    0.2522357173 	    0.2490614029
    5 	   C41 	    0.2490962633 	    0.2493672527 	    0.2492317580
    6 	   C42 	    0.2397057790 	    0.2439154651 	    0.2418106220
    7 	   C43 	    0.2332571821 	    0.2356472479 	    0.2344522150
    8 	   C44 	    0.2166128798 	    0.2214722286 	    0.2190425542
    9 	   C45 	    0.2032336021 	    0.2078715376 	    0.2055525698
   10 	   C46 	    0.1824997714 	    0.1836772227 	    0.1830884970
   11 	   C47 	    0.1646712354 	    0.1667682361 	    0.1657197357
   12 	   C48 	    0.1387653886 	    0.1336315904 	    0.1361984895
   13 	   C49 	    0.1054380087 	    0.1059084846 	    0.1056732466
