    1 	   C37 	    0.2179563400 	    0.2511338456 	    0.2345450928
    2 	   C38 	    0.2293799844 	    0.2476377543 	    0.2385088693
    3 	   C39 	    0.2484484387 	    0.2513357827 	    0.2498921107
    4 	   C40 	    0.2419504328 	    0.2479565902 	    0.2449535115
    5 	   C41 	    0.2421564259 	    0.2465067444 	    0.2443315851
    6 	   C42 	    0.2333572269 	    0.2348043955 	    0.2340808112
    7 	   C43 	    0.2287650284 	    0.2323739086 	    0.2305694685
    8 	   C44 	    0.2145862568 	    0.2155777582 	    0.2150820075
    9 	   C45 	    0.2023308742 	    0.2058558320 	    0.2040933531
   10 	   C46 	    0.1833290734 	    0.1824316341 	    0.1828803537
   11 	   C47 	    0.1668140544 	    0.1665683356 	    0.1666911950
   12 	   C48 	    0.1396765734 	    0.1357126558 	    0.1376946146
   13 	   C49 	    0.1095590778 	    0.1058461157 	    0.1077025967
