    1 	   C18 	    0.2051374649 	    0.2119112527 	    0.2085243588
    2 	   C19 	    0.2288653560 	    0.2312126596 	    0.2300390078
    3 	   C20 	    0.2230325965 	    0.2309870358 	    0.2270098162
    4 	   C21 	    0.2134074683 	    0.2156729910 	    0.2145402297
    5 	   C22 	    0.2136544804 	    0.2189178600 	    0.2162861702
    6 	   C23 	    0.1735807291 	    0.1786673068 	    0.1761240180
    7 	   C24 	    0.1033690436 	    0.0000000000 	    0.1033690436
    8 	   C25 	    0.0051661688 	    0.0000000000 	    0.0051661688
    9 	   C26 	    0.1051348925 	    0.1152566423 	    0.1101957674
   10 	   C27 	    0.1464184051 	    0.1566195325 	    0.1515189688
   11 	   C28 	    0.1159201519 	    0.1234306105 	    0.1196753812
   12 	   C29 	    0.1284622190 	    0.1316281128 	    0.1300451659
   13 	   C30 	    0.1037082835 	    0.1027402506 	    0.1032242670
   14 	   C31 	    0.1026153850 	    0.1030453235 	    0.1028303542
   15 	   CA1 	    0.0689092808 	    0.0687627345 	    0.0688360077
