    1 	   C37 	    0.2174904571 	    0.2425068827 	    0.2299986699
    2 	   C38 	    0.2202603300 	    0.2403451789 	    0.2303027545
    3 	   C39 	    0.2337044068 	    0.2430848951 	    0.2383946510
    4 	   C40 	    0.2294629176 	    0.2380634873 	    0.2337632025
    5 	   C41 	    0.2320745373 	    0.2342034876 	    0.2331390125
    6 	   C42 	    0.2218741391 	    0.2276348873 	    0.2247545132
    7 	   C43 	    0.2157407846 	    0.2186334698 	    0.2171871272
    8 	   C44 	    0.1993780074 	    0.1947287053 	    0.1970533564
    9 	   C45 	    0.1894336438 	    0.1883977683 	    0.1889157060
   10 	   C46 	    0.1723301801 	    0.1655226726 	    0.1689264264
   11 	   C47 	    0.1567125650 	    0.1512459319 	    0.1539792485
   12 	   C48 	    0.1267901108 	    0.1242646015 	    0.1255273561
   13 	   C49 	    0.0954917070 	    0.1000962496 	    0.0977939783
