    1 	   C37 	    0.2012516528 	    0.2187845639 	    0.2100181084
    2 	   C38 	    0.2015096332 	    0.2127871075 	    0.2071483704
    3 	   C39 	    0.2113456676 	    0.2140410945 	    0.2126933811
    4 	   C40 	    0.2052848682 	    0.2030347752 	    0.2041598217
    5 	   C41 	    0.2034072470 	    0.2008000079 	    0.2021036275
    6 	   C42 	    0.1905434780 	    0.1864389539 	    0.1884912160
    7 	   C43 	    0.1835884806 	    0.1820986691 	    0.1828435748
    8 	   C44 	    0.1661544383 	    0.1645333628 	    0.1653439006
    9 	   C45 	    0.1510464487 	    0.1553396580 	    0.1531930534
   10 	   C46 	    0.1314549521 	    0.1374794960 	    0.1344672241
   11 	   C47 	    0.1177696316 	    0.1235498593 	    0.1206597455
   12 	   C48 	    0.1010440471 	    0.1007658693 	    0.1009049582
   13 	   C49 	    0.0847389058 	    0.0773323153 	    0.0810356106
